Substance,Type,Valore,Context
5-Methylheptan-3-one,NOAEL '=,82.0 mg/kg bw/day,2012 oral: gavage Rat subchronic behaviour neurotoxicity;
5-Methylheptan-3-one,NOAEL '=,82.0 mg/kg bw/day,2017 oral: gavage Rat subchronic neurology neurotoxicity;
5-Methylheptan-3-one,NOAEL '=,82.0 mg/kg bw/day,2017 oral: gavage Rat subchronic neurology neurotoxicity;
6-Acetoxydihydrotheaspirane,NOAEL '=,52.0 mg/kg bw/day,2016 oral: feed Rat subchronic food efficiency systemic;
6-Benzyladenine,LD50 '=,1599.0 mg/kg bw/day,2010 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
6-Benzyladenine,LD50 >,58.73 µg/piece,2010 oral: unspecified Honey bee acute toxicity mortality;
6-Benzyladenine,LD50 '=,1584.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
6-Benzyladenine,NOAEL <,10.0 mg/kg bw/day,2010 Not reported Rabbit reproduction toxicity body weight systemic;
6-Benzyladenine formulation (MAXCEL),LD50 >,5000.0 mg/kg bw,2010 oral: unspecified Rat acute toxicity mortality systemic;
6-Hydroxydihydrotheaspirane,NOAEL '=,52.0 mg/kg bw/day,2016 oral: feed Rat subchronic food efficiency systemic;
6-Methylquinoline,NOAEL '=,2.2 mg/kg bw/day,2018 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
6'-Sialyllactose sodium salt,NOAEL '=,3000.0 mg/kg bw/day,2020 oral: gavage Rat subchronic histopathology non neoplastic systemic;
8-(Methylthio)-p-menthan-3-one,NOAEL '=,250.0 mg/kg bw/day,2009 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
8-(Methylthio)-p-menthan-3-one,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
8-(Methylthio)-p-menthan-3-one,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
8-(Methylthio)-p-menthan-3-one,NOAEL '=,250.0 mg/kg bw/day,2011 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
8-(Methylthio)-p-menthan-3-one,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
8-(Methylthio)-p-menthan-3-one,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
8-Hydroxyquinoline,LD50 '=,311.0 mg/kg,2011 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
8-Hydroxyquinoline,LD50 >,68.64 µg/piece,2011 oral: unspecified Honey bee acute toxicity mortality;
8-Hydroxyquinoline,LD50 '=,177.0 mg/kg,2011 oral: unspecified Mouse acute toxicity mortality systemic;
8-Hydroxyquinoline,LD50 >,1070.32 mg/kg bw/day,2011 oral: feed Bobwhite quail short-term toxicity mortality systemic;
8-Hydroxyquinoline,NOAEL '=,73.3 mg/kg bw,2011 Not reported Rat chronic/long term toxicity body weight systemic;
8-Hydroxyquinoline,NOAEL '=,5.0 mg/kg bw/day,2011 Not reported Rabbit reproduction toxicity development teratogenic;
8-Hydroxyquinoline,NOAEL '=,97.7 mg/kg bw/day,2011 oral: unspecified Rat subchronic haematology systemic;
8-Hydroxyquinoline,LD50 '=,177.0 mg/kg bw/day,2016 oral: unspecified Mouse acute toxicity mortality systemic;
8-Hydroxyquinoline,LD50 >,1070.32 mg/kg bw/day,2016 oral: feed Japanese quail short-term toxicity mortality systemic;
8-Hydroxyquinoline,NOAEL '=,2.78 mg/kg bw/day,2016 Not reported Japanese quail chronic/long term toxicity not reported not reported;
8-Hydroxyquinoline,NOAEL '=,73.0 mg/kg bw/day,2016 Not reported Rat chronic/long term toxicity body weight systemic;
8-Hydroxyquinoline,NOAEL '=,5.0 mg/kg bw/day,2016 Not reported Rabbit reproduction toxicity development teratogenic;
8-Hydroxyquinoline,NOAEL '=,97.7 mg/kg bw/day,2016 oral: unspecified Rat subchronic haematology systemic;
8-Hydroxyquinoline sulphate,LD50 >,100.0 µg/piece,2016 dermal Honey bee acute toxicity mortality;
8-Hydroxyquinoline sulphate,LD50 >,68.64 µg/piece,2016 oral: unspecified Honey bee acute toxicity mortality;
Abamectin,LD50 '=,0.0022 µg/piece,2008 dermal Honey bee acute toxicity mortality;
Abamectin,LD50 <=,77.0 mg/kg bw/day,2008 oral: unspecified Mallard duck acute toxicity mortality systemic;
Abamectin,LD50 '=,8.7 mg/kg bw/day,2008 oral: unspecified Rat acute toxicity mortality systemic;
Abamectin,NOAEL '=,0.5 mg/kg bw,2008 Not reported Rat acute toxicity clinical signs neurotoxicity;
Abamectin,NOAEL '=,0.25 mg/kg bw/day,2008 oral: unspecified Dog chronic/long term toxicity clinical signs neurotoxicity;
Abamectin,NOAEL '=,0.25 mg/kg bw/day,2008 oral: unspecified Dog chronic/long term toxicity clinical signs neurotoxicity;
Abamectin,LD50 <=,77.0 mg/kg bw/day,2016 oral: unspecified Mallard duck acute toxicity mortality systemic;
Abamectin,LD50 '=,0.0036 mg/L,2016 Not reported Rainbow trout acute toxicity mortality;
Abamectin,LD50 '=,8.7 mg/kg bw,2016 Not reported Rat acute toxicity mortality systemic;
Abamectin,NOAEL '=,0.5 mg/kg bw,2016 Not reported Rat acute toxicity clinical signs neurotoxicity;
Abamectin,NOAEL '=,0.25 mg/kg bw/day,2016 oral: unspecified Dog chronic/long term toxicity clinical signs neurotoxicity;
Abamectin,NOAEL '=,0.25 mg/kg bw/day,2016 oral: unspecified Dog chronic/long term toxicity clinical signs neurotoxicity;
Abamectin,LD50 '=,0.001 µg/piece,2020 dermal Honey bee acute toxicity mortality;
Abamectin,LD50 '=,0.004 µg/piece,2020 oral: unspecified Honey bee acute toxicity mortality;
Abamectin,LD50 '=,26.0 mg/kg bw/day,2020 oral: unspecified Mallard duck acute toxicity mortality systemic;
Abamectin,LD50 '=,8.7 mg/kg bw/day,2020 oral: unspecified Rat acute toxicity mortality systemic;
Abamectin,NOAEL '=,0.12 mg/kg bw/day,2020 Not reported Rat reproduction toxicity development developmental;
Abamectin,LD50 '=,0.004 µg/piece,2022 oral: unspecified Honey bee acute toxicity mortality;
Abamectin,LD50 >,26.0 mg/kg bw/day,2022 oral: unspecified Mallard duck acute toxicity mortality systemic;
Abamectin,LD50 '=,8.7 mg/kg bw/day,2022 oral: unspecified Rat acute toxicity mortality systemic;
Abamectin,NOAEL '=,0.12 mg/kg bw/day,2022 Not reported Rat reproduction toxicity development developmental;
Abamectin formulation: A12115I,LD50 '=,0.00198 µg/piece,2016 dermal Honey bee acute toxicity mortality;
Abamectin formulation: A12115I,LD50 '=,0.00528 µg/piece,2016 oral: unspecified Honey bee acute toxicity mortality;
Acacia gum,NOAEL '=,2500.0 mg/kg bw/day,2022 Not reported Rat chronic/long term toxicity not reported not reported;
Acephate,NOAEL '=,1.0 mg/kg bw/day,2012 Not reported Human acute toxicity not reported neurotoxicity;
Acequinocyl,LD50 >,300.0 mg/kg bw,2008 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acequinocyl,LD50 >,100.0 µg/piece,2008 oral: unspecified Honey bee acute toxicity mortality;
Acequinocyl,LD50 >,1942.0 mg/kg bw,2008 oral: unspecified Japanese quail acute toxicity mortality systemic;
Acequinocyl,LD50 >,1942.0 mg/kg bw,2008 oral: unspecified Mallard duck acute toxicity mortality systemic;
Acequinocyl,LD50 >,4855.0 mg/kg bw,2008 oral: unspecified Rat acute toxicity mortality systemic;
Acequinocyl,LD50 >,159.0 mg/kg bw,2008 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Acequinocyl,LD50 >,847.0 mg/kg bw,2008 oral: feed Japanese quail short-term toxicity mortality systemic;
Acequinocyl,LD50 >,1335.0 mg/kg bw,2008 oral: feed Mallard duck short-term toxicity mortality systemic;
Acequinocyl,NOAEL '=,8.0 mg/kg bw/day,2008 oral: unspecified Rat acute toxicity haematology hemopoietic;
Acequinocyl,NOAEL '=,5.0 mg/kg bw/day,2008 oral: unspecified Dog chronic/long term toxicity haematology hemopoietic;
Acequinocyl,NOAEL '=,2.3 mg/kg bw/day,2008 Not reported Rat chronic/long term toxicity clinical signs hemopoietic;
Acequinocyl,NOAEL '=,6.9 mg/kg bw/day,2008 Not reported Rat reproduction toxicity clinical signs reproductive;
Acequinocyl,LD50 >,100.0 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Acequinocyl,LD50 >,1942.0 mg/kg bw,2013 oral: unspecified Japanese quail acute toxicity mortality systemic;
Acequinocyl,LD50 >,1942.0 mg/kg bw,2013 oral: unspecified Mallard duck acute toxicity mortality systemic;
Acequinocyl,LD50 >,4855.0 mg/kg bw,2013 oral: unspecified Rat acute toxicity mortality systemic;
Acequinocyl,LD50 >,847.0 mg/kg bw,2013 oral: feed Japanese quail short-term toxicity mortality systemic;
Acequinocyl,LD50 >,1335.0 mg/kg bw,2013 oral: feed Mallard duck short-term toxicity mortality systemic;
Acequinocyl,NOAEL '=,5.0 mg/kg bw/day,2013 oral: unspecified Dog chronic/long term toxicity haematology hemopoietic;
Acequinocyl,NOAEL '=,2.3 mg/kg bw/day,2013 Not reported Rat chronic/long term toxicity haematology hemopoietic;
Acequinocyl,NOAEL '=,8.0 mg/kg bw/day,2013 oral: unspecified Rat other haematology hemopoietic;
Acequinocyl,NOAEL '=,6.9 mg/kg bw/day,2013 Not reported Rat reproduction toxicity haematology reproductive;
Acequinocyl formulation,LD50 >,300.0 mg/kg bw,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acequinocyl formulation,LD50 >,159.0 mg/kg bw,2013 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Acetaldehyde,NOAEL '=,120.0 mg/kg bw/day,2013 oral: drinking water Rat subchronic other hepatotoxicity;
Acetaldehyde group,NOAEL '=,120.0 mg/kg bw/day,2013 oral: drinking water Rat subchronic other hepatotoxicity;
Acetamiprid,NOAEL '=,2.5 mg/kg bw/day,2013 oral: gavage Rat reproduction toxicity other neurotoxicity;
Acetamiprid,LD50 '=,9.26 µg/piece,2016 dermal Honey bee acute toxicity mortality;
Acetamiprid,LD50 '=,8.85 µg/piece,2016 oral: unspecified Honey bee acute toxicity mortality;
Acetamiprid,LD50 '=,146.0 mg/kg bw/day,2016 oral: unspecified Rat acute toxicity mortality systemic;
Acetamiprid,LD50 '=,5.7 mg/kg bw/day,2016 oral: unspecified Zebra finch acute toxicity mortality systemic;
Acetamiprid,NOAEL '=,9.5 mg/kg bw/day,2016 Not reported Mallard duck chronic/long term toxicity not reported not reported;
Acetamiprid,NOAEL '=,2.5 mg/kg bw/day,2016 Not reported Rat other development neurotoxicity;
Acetic acid,LD50 >,96.0 µg/piece,2013 dermal Honey bee acute toxicity mortality;
Acetic acid,LD50 >,110.0 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Acetic acid,NOAEL '=,16.0 mg/kg bw/day,2013 oral: unspecified Rabbit reproduction toxicity mortality systemic;
Acetic acid formulation (CEL 350 20 H),LD50 >,2000.0 mg/kg bw,2013 oral: unspecified Rat acute toxicity mortality systemic;
Acetochlor,LD50 '=,928.0 mg/kg bw,2008 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acetochlor,LD50 >,100.0 µg/piece,2008 oral: unspecified Honey bee acute toxicity mortality;
Acetochlor,LD50 '=,1929.0 mg/kg bw/day,2008 oral: unspecified Rat acute toxicity mortality systemic;
Acetochlor,NOAEL '=,150.0 mg/kg bw/day,2008 oral: gavage Rat acute toxicity clinical signs neurotoxicity;
Acetochlor,NOAEL '=,2.0 mg/kg bw/day,2008 oral: unspecified Dog chronic/long term toxicity histopathology non neoplastic nephrotoxicity;
Acetochlor,LD50 '=,375.0 mg/kg bw,2011 oral: unspecified Bird acute toxicity mortality systemic;
Acetochlor,LD50 '=,1345.0 mg/kg bw,2011 oral: unspecified Bird acute toxicity mortality systemic;
Acetochlor,LD50 '=,928.0 mg/kg bw,2011 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acetochlor,LD50 >,100.0 µg/piece,2011 oral: unspecified Honey bee acute toxicity mortality;
Acetochlor,LD50 '=,1000.0 mg/kg bw/day,2011 oral: unspecified Rat acute toxicity mortality systemic;
Acetochlor,LD50 '=,1929.0 mg/kg bw/day,2011 oral: unspecified Rat acute toxicity mortality systemic;
Acetochlor,NOAEL '=,150.0 mg/kg bw/day,2011 Not reported Rat acute toxicity not reported neurotoxicity;
Acetochlor,NOAEL '=,2.0 mg/kg bw/day,2011 oral: unspecified Dog chronic/long term toxicity histopathology non neoplastic systemic;
Acetochlor formulation (GF-675),LD50 '=,1345.0 mg/kg bw,2008 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acetochlor formulation (Mon 69447),LD50 '=,375.0 mg/kg bw,2008 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acetone,NOAEL '=,900.0 mg/kg bw/day,2012 oral: drinking water Rat subchronic not reported not reported;
Acetophenone,NOAEL '=,50.0 mg/kg bw/day,2016 oral: feed Rat subchronic haematology hemopoietic;
Acetyl asulam,NOAEL '=,100.0 mg/kg bw/day,2018 oral: unspecified Dog chronic/long term toxicity histopathology non neoplastic endocrine;
Acetyl asulam,NOAEL '=,36.0 mg/kg bw/day,2018 Not reported Rat chronic/long term toxicity haematology hemopoietic;
Acetyl asulam,NOAEL '=,36.0 mg/kg bw/week,2021 Not reported Rat chronic/long term toxicity clinical chemistry hemopoietic;
Acetyl asulam,NOAEL '=,100.0 mg/kg bw/day,2021 Not reported Dog short-term toxicity histopathology non neoplastic systemic;
Acetyl sulfanilamide,NOAEL '=,30.0 mg/kg bw/day,2018 oral: gavage Rat short-term toxicity food consumption systemic;
Acetyl sulfanilamide,NOAEL '=,30.0 mg/kg bw/day,2021 Not reported Rat subchronic not reported not reported;
Acibenzolar-S-methyl,LD50 >,2000.0 mg/kg bw,2014 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acibenzolar-S-methyl,LD50 >,100.0 µg/piece,2014 dermal Honey bee acute toxicity mortality;
Acibenzolar-S-methyl,LD50 '=,128.0 µg/piece,2014 oral: unspecified Honey bee acute toxicity mortality;
Acibenzolar-S-methyl,LD50 >,2000.0 mg/kg bw,2014 oral: unspecified Rat acute toxicity mortality systemic;
Acibenzolar-S-methyl,NOAEL '=,15.0 mg/kg bw/day,2014 oral: feed Rat reproduction toxicity not reported not reported;
Aclonifen,LD50 >,2000.0 mg/kg bw/day,2008 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Aclonifen,LD50 >,100.0 µg/piece,2008 dermal Honey bee acute toxicity mortality;
Aclonifen,LD50 >,15000.0 mg/kg bw/day,2008 oral: unspecified Japanese quail acute toxicity mortality systemic;
Aclonifen,LD50 >,5000.0 mg/kg bw/day,2008 oral: unspecified Mouse acute toxicity mortality systemic;
Aclonifen,LD50 >,5000.0 mg/kg bw/day,2008 oral: unspecified Rat acute toxicity mortality systemic;
Aclonifen,LD50 >,1027.0 mg/kg bw/day,2008 oral: feed Bobwhite quail short-term toxicity mortality systemic;
Aclonifen,NOAEL '=,7.1 mg/kg bw/day,2008 Not reported Mouse chronic/long term toxicity histopathology neoplastic systemic;
Aclonifen,NOAEL '=,7.0 mg/kg bw/day,2008 Not reported Rat chronic/long term toxicity clinical signs systemic;
Aclonifen,NOAEL '=,8.0 mg/kg bw/day,2008 Not reported Rat reproduction toxicity body weight systemic;
Aclonifen formulation (BANDUR SC 600 g/L),LD50 '=,5596.0 mg/kg bw/day,2008 oral: unspecified Rat acute toxicity mortality systemic;
Acrinathrin,LD50 >,2250.0 mg/kg bw/day,2010 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acrinathrin,LD50 '=,0.077 µg/piece,2010 oral: unspecified Honey bee acute toxicity mortality;
Acrinathrin,LD50 >,2000.0 mg/kg bw/day,2010 oral: unspecified Mallard duck acute toxicity mortality systemic;
Acrinathrin,LD50 >,5000.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
Acrinathrin,NOAEL '=,1.0 mg/kg bw/day,2010 Not reported Rat acute toxicity neurology neurotoxicity;
Acrinathrin,NOAEL '=,9.4 mg/kg bw/day,2010 Not reported Rat reproduction toxicity reproduction reproductive;
Acrinathrin,LD50 >,2250.0 mg/kg bw/day,2013 oral: unspecified Bobwhite quail acute toxicity mortality systemic;
Acrinathrin,LD50 '=,0.077 µg/piece,2013 oral: unspecified Honey bee acute toxicity mortality;
Acrinathrin,LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Mallard duck acute toxicity mortality systemic;
Acrinathrin,LD50 >,5000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Acrinathrin,NOAEL '=,1.0 mg/kg bw,2013 oral: unspecified Rat acute toxicity neurology neurotoxicity;
Acrinathrin,NOAEL '=,9.4 mg/kg bw/day,2013 Not reported Rat reproduction toxicity no adverse effect observed at single/highest dose;
Acrinathrin formulation (Acrinathrin 75g/L EW),LD50 >,2000.0 mg/kg bw/day,2010 oral: unspecified Rat acute toxicity mortality systemic;
Acrinathrin formulation (Acrinathrin 75g/L EW),LD50 >,2000.0 mg/kg bw/day,2013 oral: unspecified Rat acute toxicity mortality systemic;
Advantame,NOAEL '=,500.0 mg/kg bw/day,2013 oral: gavage Rabbit reproduction toxicity clinical signs reproductive;
Aldrin,NOAEL ca.,0.05 mg/kg bw/day,2005 oral: feed Dog chronic/long term toxicity organ weights hepatotoxicity;
Aldrin,NOAEL '=,0.06 mg/kg bw/day,2005 oral: feed Chicken reproduction toxicity no adverse effect observed at single/highest dose;
Aldrin,NOAEL '=,1.5 mg/kg bw/day,2005 oral: feed Cattle subchronic clinical signs neurotoxicity;
Alginate-konjac-xanthan polysaccharide complex (PGX),NOAEL '=,1.8 mg/kg bw/day,2017 oral: feed Rat subchronic clinical chemistry hepatotoxicity;
All-rac-alpha-tocopheryl acetate,NOAEL '=,540.0 mg/day,2010 Not reported Human study with volunteers haematology hemopoietic;
Allura Red AC,NOAEL '=,701.0 mg/kg bw/day,2009 oral: unspecified Rat chronic/long term toxicity body weight systemic;
Allura Red AC,NOAEL '=,695.0 mg/kg bw/day,2009 oral: unspecified Rat reproduction toxicity growth developmental;
Allura Red AC,NOAEL '=,695.0 mg/kg bw/day,2015 Not reported Rat reproduction toxicity growth developmental;
Allura Red AC,NOAEL '=,701.0 mg/kg bw/day,2015 Not reported Rat reproduction toxicity development developmental;
Allura Red AC,NOAEL '=,13900.0 mg/kg,2021 Not reported Rat reproduction toxicity reproduction reproductive;
Allyl isothiocyanate,NOAEL '=,12.0 mg/kg bw/day,2008 oral: gavage Rat chronic/long term toxicity histopathology neoplastic not reported;
Allyl methyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Allyl methyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2010 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Allyl methyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2011 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Allyl methyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Allyl methyl sulfide,NOAEL '=,250.0 mg/kg bw/day,2012 oral: gavage Rat subchronic no adverse effect observed at single/highest dose;
Allyl methyl tetrasulfide,NOAEL '=,0.232 mg/kg bw/day,2009 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Allyl prop-1-enyl disulfide,NOAEL '=,0.232 mg/kg bw/day,2009 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Allyl prop-1-enyl disulfide,NOAEL '=,0.232 mg/kg bw/day,2010 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Allyl prop-1-enyl disulfide,NOAEL '=,0.232 mg/kg bw/day,2010 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Allyl prop-1-enyl disulfide,NOAEL '=,0.232 mg/kg bw/day,2011 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
Allyl prop-1-enyl disulfide,NOAEL '=,0.232 mg/kg bw/day,2012 oral: feed Rat subchronic no adverse effect observed at single/highest dose;
